ISSUED,OFFICERBADGE,LOCATIONDESC1,LOCATIONDESC2
2017-10-21 14:54:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 14:53:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 14:50:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 14:47:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 14:43:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-12-05 11:51:00,FA41,300 W DAVIE ST 146,"(35.7757522, -78.6436338)"
2017-12-05 11:52:00,FA36,2600 VANDERBILT AVE,"(35.7893739, -78.6694503)"
2017-12-05 11:53:00,FA22,0 W DAVIE ST 222,"(35.7757075, -78.6423497)"
2017-12-05 11:57:00,FA43,0 W MARTIN ST 502,"(35.7771591, -78.6473474)"
2017-12-05 11:57:00,FA36,2700 VANDERBILT AVE,"(35.789635, -78.6707401)"
2017-12-05 12:03:00,FA41,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-12-05 12:05:00,FA36,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-12-05 12:10:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-11-28 18:20:00,S16,100 SOUTH WILMINGTON,"(35.7792562, -78.638463)"
2017-11-28 18:40:00,FA27,300 SOUTH BLOUNT ST,"(35.776837, -78.6366719)"
2017-12-13 11:37:00,FA39,612 JOHNSON,"(35.787647, -78.648273)"
2017-12-13 11:41:00,FA36,200 BENEHAN ST,"(35.7858958, -78.65802939999999)"
2017-12-13 11:41:00,FA43,100 SOUTH SALISBURY,"(35.7796228, -78.6401087)"
2017-12-13 11:44:00,FA22,0 W DAVIE ST 217,"(35.7756172, -78.6423463)"
2017-12-13 11:58:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-13 12:03:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-10-31 07:46:00,FA26,100 EAST LENOIR ST,"(35.7728833, -78.6384564)"
2017-11-27 17:10:00,S16,00 SOUTH HARRINGTON,"(35.7805972, -78.6450083)"
2017-11-27 17:24:00,S16,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-11-20 09:57:00,FA40,100 E DAVIE ST 322,"(35.7754699, -78.63799139999999)"
2017-11-20 10:00:00,FA22,200 W HARGETT ST 119,"(35.77834989999999, -78.641823)"
2017-11-20 10:00:00,FA42,100 FRIENDLY,"(0.0, 0.0)"
2017-12-07 14:02:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-07 14:06:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-07 14:07:00,FA36,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-12-08 08:27:00,FA26,1000 SOUTH SAUNDERS,"(35.769151, -78.6484878)"
2017-12-08 08:40:00,FA26,500 SOUTH SAUNDERS,"(35.7735975, -78.6386421)"
2017-10-30 12:55:00,FA41,100 HORNE ST,"(35.788632, -78.667253)"
2017-10-30 13:09:00,FA39,300 PARHAM,"(35.776604, -78.6363736)"
2017-11-01 13:51:00,FA27,0 W DAVIE ST 218,"(35.77570490000001, -78.64228349999999)"
2017-10-31 15:31:00,FA22,0 W HARGETT ST 159,"(35.7781598, -78.6416418)"
2017-10-31 15:39:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-31 15:44:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-31 15:51:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-21 14:08:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 14:05:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 17:15:00,3612,500 PYLON DR,"(35.7949236, -78.7014153)"
2017-10-21 17:15:00,3612,500 PYLON DR,"(35.7949236, -78.7014153)"
2017-10-21 14:45:00,3612,625 HUTTON ST,"(35.7897139, -78.70271079999999)"
2017-10-21 16:40:00,3612,625 HUTTON ST,"(35.7897139, -78.70271079999999)"
2017-10-21 16:50:00,3612,625 HUTTON ST,"(35.7897139, -78.70271079999999)"
2017-10-21 16:50:00,3612,625 HUTTON ST,"(35.7897139, -78.70271079999999)"
2017-10-21 17:00:00,3612,625 HUTTON ST,"(35.7897139, -78.70271079999999)"
2017-10-21 17:30:00,3612,500 PYLON DR,"(35.7949236, -78.7014153)"
2017-10-21 17:20:00,3612,500 PYLON DR,"(35.7949236, -78.7014153)"
2017-11-28 18:47:00,S16,BLOUNT/HIGHWOODS DEC,"(0.0, 0.0)"
2017-11-28 19:04:00,FA27,300 BLAKE ST,"(35.7758672, -78.6362831)"
2017-11-27 08:48:00,FA26,300 W MARTIN ST 155,"(35.7770679, -78.64353229999999)"
2017-12-13 12:06:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-13 12:11:00,FA36,900 WEST MORGAN ST,"(35.781102, -78.65538699999999)"
2017-12-13 12:11:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-13 12:11:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-13 12:12:00,FA36,900 WEST MORGAN ST,"(35.781102, -78.65538699999999)"
2017-12-13 12:18:00,FA36,00 MAIDEN LN,"(35.7869232, -78.6628971)"
2017-12-19 08:49:00,FA36,BLOUNT/HIGHWOODS DEC,"(0.0, 0.0)"
2017-11-27 17:48:00,S16,00 EAST MARTIN ST,"(35.7769267, -78.63926719999999)"
2017-12-08 09:01:00,FA26,200 ASHE AVE,"(35.7819197, -78.6583943)"
2017-12-08 09:20:00,FA43,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-12-08 09:22:00,FA43,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-12-08 09:30:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-08 09:36:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-08 09:37:00,FA39,510 BLOUNT,"(35.786588, -78.63573199999999)"
2017-10-31 16:01:00,FA22,0 W HARGETT ST 160,"(35.7790656, -78.6415924)"
2017-10-31 16:01:00,FA27,200 SOUTH WILMINGTON,"(35.77755459999999, -78.638149)"
2017-10-31 16:07:00,FA22,0 E HARGETT ST 165,"(0.0, 0.0)"
2017-10-31 16:07:00,FA39,219 NORTH WEST,"(35.7833148, -78.64600709999999)"
2017-10-31 16:15:00,FA36,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-10-21 17:48:00,3612,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-21 18:00:00,3612,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-21 18:00:00,3612,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-21 18:00:00,3612,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-21 18:10:00,3612,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-21 19:55:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:50:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:50:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:45:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:45:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:35:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-12-13 12:25:00,FA36,2200 HOPE ST,"(35.7879147, -78.664245)"
2017-12-13 12:34:00,FA40,100 E MORGAN ST 121,"(35.7788918, -78.6192165)"
2017-11-22 13:02:00,FA41,100 E HARGETT ST 399,"(0.0, 0.0)"
2017-11-22 13:04:00,FA42,2500 VANDERBILT AVE,"(35.7887286, -78.6676777)"
2017-11-22 13:10:00,FA42,2600 VANDERBILT AVE,"(35.7893739, -78.6694503)"
2017-12-22 11:25:00,FA41,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-22 11:26:00,FA43,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-12-01 07:33:00,FA40,200 NORTH BOYLAN AVE,"(35.7829013, -78.6490834)"
2017-11-23 19:12:00,4033,STILLCREST,"(35.8609184, -78.568784)"
2017-12-18 21:10:00,FA43,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-11-02 19:55:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-11-02 20:02:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-11-02 20:10:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-11-03 00:11:00,S16,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-11-04 19:45:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-04 19:47:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 09:44:00,FA43,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-12-08 09:44:00,FA39,200 POLK ST,"(35.7860301, -78.6361198)"
2017-12-08 09:49:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-08 09:50:00,FA41,400 BROOKS AVE,"(35.793124, -78.672978)"
2017-12-08 09:51:00,FA39,100 POLK ST 355,"(35.7860561, -78.6377972)"
2017-12-08 09:52:00,FA41,400 BROOKS AVE,"(35.793124, -78.672978)"
2017-12-08 10:01:00,FA43,200 S SALISBURY ST 2,"(35.7781779, -78.6404079)"
2017-12-08 10:02:00,FA39,100 POLK ST,"(35.7860561, -78.6377972)"
2017-12-18 19:05:00,FA41,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-10-31 16:21:00,FA22,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-10-31 16:23:00,FA27,100 E MORGAN ST 126,"(35.7788918, -78.6192165)"
2017-10-21 19:30:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:30:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:30:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:25:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:20:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:20:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:19:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:15:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:10:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:10:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:00:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-12-13 12:39:00,FA40,100 E MORGAN ST 123,"(35.7788918, -78.6192165)"
2017-12-13 12:41:00,FA22,100 W LENOIR ST 230,"(35.7729525, -78.6405195)"
2017-12-13 12:41:00,FA41,300 WEST MARTIN ST,"(35.7770679, -78.64353229999999)"
2017-12-13 12:47:00,FA22,100 W CABARRUS ST 45,"(35.7742853, -78.64041449999999)"
2017-12-13 12:48:00,FA36,100 HORNE ST,"(35.788632, -78.667253)"
2017-12-13 12:48:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-13 12:49:00,FA39,200 GLENWOOD AVE 109,"(35.782899, -78.6471869)"
2017-12-13 12:54:00,FA36,100 HORNE ST,"(35.788632, -78.667253)"
2017-12-13 12:56:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 10:24:00,FA26,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 10:24:00,FA39,301-399 COMMERCE,"(35.7770856, -78.6444672)"
2017-12-08 10:29:00,FA40,100 EAST LENOIR ST,"(35.7728833, -78.6384564)"
2017-12-08 10:30:00,FA41,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-12-08 10:31:00,FA26,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 10:31:00,FA40,100 EAST LENOIR ST,"(35.7728833, -78.6384564)"
2017-12-08 10:32:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-08 10:37:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-08 10:38:00,FA40,300 SOUTH BLOODWORTH,"(35.776359, -78.63338259999999)"
2017-12-08 10:38:00,FA41,300 W MARTIN ST 158,"(35.7770679, -78.64353229999999)"
2017-11-17 07:26:00,FA36,600 WEST HARGETT ST,"(35.7787558, -78.647387)"
2017-11-17 10:02:00,FA26,00 MAIDEN LN,"(35.7869232, -78.6628971)"
2017-11-17 10:14:00,FA43,100 N SALISBURY ST 2,"(35.7820589, -78.6405724)"
2017-11-17 10:15:00,FA42,0 W HARGETT ST 151,"(35.7781589, -78.6416042)"
2017-11-17 10:19:00,FA42,0 W HARGETT ST 155,"(35.7781594, -78.641623)"
2017-11-17 10:21:00,FA43,100 N SALISBURY ST 3,"(35.7820589, -78.6405724)"
2017-11-17 10:28:00,FA41,100 S WILMINGTON ST,"(35.7792562, -78.638463)"
2017-11-17 10:29:00,FA26,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-12-02 18:41:00,FA43,700 WEST LANE ST,"(35.7842254, -78.6490464)"
2017-12-02 18:46:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-12-02 18:47:00,FA27,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-21 19:00:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:00:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 18:50:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 18:45:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 18:45:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 18:30:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 20:45:00,3464,600 HUTTON ST,"(35.7922374, -78.7021661)"
2017-10-23 14:45:00,3464,2700 EVERETT AVE,"(35.7917742, -78.6698145)"
2017-10-23 14:00:00,3464,2700 EVERETT AVE,"(35.7917742, -78.6698145)"
2017-10-13 23:55:00,4130,WOLFWOOD DR,"(35.7842481, -78.731138)"
2017-10-13 23:58:00,4130,WOLFWOOD DR,"(35.7842481, -78.731138)"
2017-12-11 15:04:00,FA40,100 E MARTIN ST 195,"(35.7768968, -78.63828629999999)"
2017-12-11 15:09:00,FA43,200 S MCDOWELL ST 23,"(35.777722, -78.642673)"
2017-12-11 15:21:00,FA43,0 W HARGETT ST 157,"(35.7781596, -78.64163239999999)"
2017-12-11 15:24:00,FA43,0 W HARGETT ST 159,"(35.7781598, -78.6416418)"
2017-12-11 15:25:00,FA22,0 W DAVIE ST 221,"(35.7756468, -78.6432968)"
2017-12-11 15:25:00,FA40,100 E MORGAN ST 120,"(35.7788918, -78.6192165)"
2017-11-15 09:10:00,FA36,600 WEST LENOIR ST,"(35.773231, -78.64797539999999)"
2017-11-15 09:11:00,FA43,CABARRUS DECK,"(35.7745549, -78.64087219999999)"
2017-11-15 09:18:00,FA43,CABARRUS DECK,"(35.7745549, -78.64087219999999)"
2017-11-30 16:09:00,FA36,100 BROOKS AVE,"(35.7874236, -78.67411609999999)"
2017-11-30 16:19:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-11-30 16:33:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-12-13 13:05:00,FA36,100 SHEPHERD ST,"(35.7928463, -78.6780428)"
2017-12-13 13:07:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-13 13:15:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-08 10:45:00,FA22,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-12-13 13:11:00,FA41,500 SOUTH HARRINGTON,"(35.7744519, -78.6453586)"
2017-12-13 13:11:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-13 13:19:00,FA41,500 SOUTH HARRINGTON,"(35.7744519, -78.6453586)"
2017-11-17 10:29:00,FA42,0 E HARGETT ST 170,"(35.7780165, -78.63666359999999)"
2017-11-17 10:29:00,FA40,0 E HARGETT ST 169,"(35.7783816, -78.63674220000001)"
2017-11-17 10:34:00,S16,LOT 9,"(35.9084173, -78.6515541)"
2017-11-17 10:36:00,FA26,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-11-17 10:42:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-11-17 10:43:00,FA41,100 S WILMINGTON ST,"(35.7792562, -78.638463)"
2017-11-17 10:52:00,FA26,700 LATTA ST,"(35.7937564, -78.6672206)"
2017-11-17 10:57:00,FA26,700 LATTA ST,"(35.7937564, -78.6672206)"
2017-11-17 11:07:00,FA40,100 W HARGETT ST 144,"(35.778306, -78.6401829)"
2017-12-20 11:43:00,FA41,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-12-20 11:55:00,FA39,300 W HARGETT ST 189,"(35.7788282, -78.6436624)"
2017-12-20 12:02:00,FA40,BLOUNT/HIGHWOODS DEC,"(0.0, 0.0)"
2017-10-14 00:05:00,4130,WOLFWOOD DR,"(35.7842481, -78.731138)"
2017-10-14 00:10:00,4130,WOLFWOOD DR,"(35.7842481, -78.731138)"
2017-10-15 08:39:00,4160,6397 NEW MARKET WAY,"(35.8707769, -78.6190589)"
2017-10-21 19:15:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 19:40:00,3612,HILLSBOROUGH  STREET,"(35.7948255, -78.6914666)"
2017-10-21 17:46:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 17:42:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 17:35:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 18:30:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 18:29:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 18:25:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-12-11 15:33:00,FA40,100 S WILMINGTON ST,"(35.7792562, -78.638463)"
2017-12-11 15:39:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-11 15:39:00,FA41,300 W MARTIN ST 158,"(35.7770679, -78.64353229999999)"
2017-12-11 15:41:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-12-11 15:46:00,FA40,100 E HARGETT ST 403,"(35.77822889999999, -78.6382297)"
2017-12-11 15:51:00,FA40,100 E HARGETT ST 252,"(35.77822889999999, -78.6382297)"
2017-12-11 15:51:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-11 15:53:00,FA43,0 E MARTIN ST 197,"(35.7768374, -78.6366792)"
2017-12-11 15:53:00,FA40,100 E HARGETT ST 254,"(35.77822889999999, -78.6382297)"
2017-12-11 15:57:00,FA40,200 S BLOUNT ST 188,"(35.7780305, -78.63690369999999)"
2017-11-28 23:01:00,S16,714 JOHNSON,"(35.787678, -78.64987699999999)"
2017-11-20 17:00:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-20 17:00:00,FA27,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-11-27 09:47:00,FA26,00 WEST DAVIE ST,"(35.7755893, -78.6393567)"
2017-11-27 09:47:00,FA22,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-11-27 09:53:00,FA42,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-11-14 09:28:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-11-30 16:43:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-30 16:49:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-12-13 16:52:00,FA42,100 NORTH HARRINGTON,"(35.7814272, -78.644953)"
2017-12-13 17:18:00,FA27,300 WEST MARTIN ST,"(35.7770679, -78.64353229999999)"
2017-12-13 17:20:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-15 15:04:00,FA43,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-12-16 20:47:00,FA27,600 GASTON ST,"(35.7874561, -78.65007419999999)"
2017-12-16 20:56:00,FA27,300 GLENWOOD AVE,"(35.784294, -78.647143)"
2017-12-17 00:58:00,FA42,3100 STANHOPE,"(0.0, 0.0)"
2017-12-18 14:21:00,FA40,200 S BLOUNT ST 190,"(0.0, 0.0)"
2017-11-17 11:08:00,FA43,0 S SALISBURY ST 180,"(0.0, 0.0)"
2017-11-17 11:14:00,FA26,400 OBERLIN RD,"(0.0, 0.0)"
2017-11-17 11:16:00,FA26,400 OBERLIN RD,"(0.0, 0.0)"
2017-11-17 11:24:00,FA43,200 HILLSBOROUGH ST,"(0.0, 0.0)"
2017-11-17 11:29:00,FA43,200 HILLSBOROUGH ST,"(0.0, 0.0)"
2017-11-17 11:29:00,FA42,300 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-10-21 18:24:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 18:21:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 18:19:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 18:12:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 17:46:00,2465,5000 BERYL RD,"(0.0, 0.0)"
2017-10-21 17:33:00,2465,5200 BERYL RD,"(0.0, 0.0)"
2017-10-21 19:25:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 19:26:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 19:24:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 19:21:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 19:19:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-12-11 16:10:00,FA43,300 S SALISBURY ST 3,"(0.0, 0.0)"
2017-12-13 20:30:00,S16,100 SOUTH WEST,"(0.0, 0.0)"
2017-12-13 20:34:00,S16,300 WEST HARGETT ST,"(0.0, 0.0)"
2017-11-27 09:54:00,FA22,300 W MARTIN ST 165,"(0.0, 0.0)"
2017-11-27 09:55:00,FA26,00 WEST DAVIE ST,"(0.0, 0.0)"
2017-11-27 09:59:00,FA42,0 W HARGETT ST 161,"(0.0, 0.0)"
2017-11-27 10:00:00,FA26,00 WEST DAVIE ST,"(0.0, 0.0)"
2017-11-27 10:02:00,FA22,300 W MARTIN ST 178,"(0.0, 0.0)"
2017-11-27 10:07:00,FA22,300 S DAWSON ST 121,"(0.0, 0.0)"
2017-11-27 10:07:00,FA39,200 GLENWOOD AVE 115,"(0.0, 0.0)"
2017-11-27 10:19:00,FA42,100 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-11-27 10:27:00,FA41,300 BROOKS AVE,"(0.0, 0.0)"
2017-11-27 10:33:00,FA42,100 S SALISBURY ST 2,"(0.0, 0.0)"
2017-12-13 17:26:00,FA42,300 COMMERCE PL,"(0.0, 0.0)"
2017-12-13 17:34:00,FA42,300 WEST HARGETT,"(0.0, 0.0)"
2017-12-13 17:34:00,FA27,300 WEST HARGETT ST,"(0.0, 0.0)"
2017-11-09 13:25:00,3140,4023 WAKE FOREST ROAD,"(0.0, 0.0)"
2017-10-25 13:57:00,3510,323 PACE ST,"(0.0, 0.0)"
2017-11-17 11:31:00,FA26,600 PRICE ST,"(0.0, 0.0)"
2017-11-17 11:36:00,FA42,0 W DAVIE ST 220,"(0.0, 0.0)"
2017-11-17 11:37:00,FA43,200 HILLSBOROUGH ST,"(0.0, 0.0)"
2017-11-17 11:45:00,FA41,200 S PERSON ST 238,"(0.0, 0.0)"
2017-11-17 11:51:00,FA36,600 WEST SOUTH ST,"(0.0, 0.0)"
2017-10-21 19:02:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-10-21 19:40:00,2465,4900 HILLSBOROUGH  STREET,"(0.0, 0.0)"
2017-11-27 10:34:00,FA22,200 S MCDOWELL ST 24,"(0.0, 0.0)"
2017-11-27 10:35:00,FA26,400 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-11-27 10:35:00,FA41,00 DAISY ST,"(0.0, 0.0)"
2017-11-27 10:40:00,FA40,0 E EDENTON ST 255,"(0.0, 0.0)"
2017-11-27 10:40:00,FA42,200 S SALISBURY ST 3,"(0.0, 0.0)"
2017-11-27 10:42:00,FA39,401 WEST,"(0.0, 0.0)"
2017-11-27 10:42:00,FA40,0 E EDENTON ST 247,"(0.0, 0.0)"
2017-11-27 10:49:00,FA26,500 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-11-27 10:50:00,FA22,200 W HARGETT ST 127,"(0.0, 0.0)"
2017-12-17 00:24:00,FA42,100 POGUE ST,"(0.0, 0.0)"
2017-12-17 00:25:00,FA27,100 POGUE ST,"(0.0, 0.0)"
2017-12-08 15:34:00,FA40,100 SOUTH SALISBURY,"(0.0, 0.0)"
2017-12-08 15:34:00,FA43,100 S SALISBURY ST 2,"(0.0, 0.0)"
2017-12-08 15:35:00,FA41,400 WEST DAVIE ST,"(0.0, 0.0)"
2017-12-08 15:41:00,FA39,300 WEST COMMERCE PL,"(0.0, 0.0)"
2017-12-11 09:07:00,FA36,00 ENTERPRISE ST,"(0.0, 0.0)"
2017-12-20 09:52:00,FA39,CABARRUS DECK,"(0.0, 0.0)"
2017-12-20 09:54:00,FA26,CABARRUS DECK,"(0.0, 0.0)"
2017-12-20 09:54:00,FA43,1100 HILLSBOROUGH ST,"(0.0, 0.0)"
2017-12-20 10:01:00,FA39,CABARRUS DECK,"(0.0, 0.0)"
2017-12-20 10:13:00,FA39,CABARRUS DECK,"(0.0, 0.0)"
2017-11-17 11:51:00,FA40,500 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-11-17 11:53:00,FA36,600 WEST SOUTH ST,"(0.0, 0.0)"
2017-11-17 12:00:00,FA42,500 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-11-17 12:08:00,FA43,100 NORTH WEST ST,"(0.0, 0.0)"
2017-11-17 12:15:00,FA41,200 EAST CABARRUS ST,"(0.0, 0.0)"
2017-11-17 12:22:00,FA42,0 W MARTIN ST 503,"(0.0, 0.0)"
2017-11-27 10:55:00,FA26,500 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-11-27 10:56:00,FA40,400 S BLOUNT ST 211,"(0.0, 0.0)"
2017-11-27 10:58:00,FA40,400 S BLOUNT ST 213,"(0.0, 0.0)"
